"","id","uri","created_at","content","visibility","sensitive","spoiler_text","reblogs_count","favourites_count","replies_count","url","in_reply_to_id","in_reply_to_account_id","language","text","favourited","reblogged","muted","bookmarked","pinned"
"1","109954449052183302","https://framapiaf.org/users/macgraveur/statuses/109954449052183302",2023-03-02 15:42:24,"<p><a href=""https://framapiaf.org/tags/AAFRennes2025"" class=""mention hashtag"" rel=""tag"">#<span>AAFRennes2025</span></a> : une présidente, un thème et un hashtag pour le Forum des archivistes 2025 ! <a href=""https://www.archivistes.org/AAFRennes2025-une-presidente-un-theme-et-un-hashtag-pour-le-Forum-des"" target=""_blank"" rel=""nofollow noopener noreferrer""><span class=""invisible"">https://www.</span><span class=""ellipsis"">archivistes.org/AAFRennes2025-</span><span class=""invisible"">une-presidente-un-theme-et-un-hashtag-pour-le-Forum-des</span></a> <a href=""https://framapiaf.org/tags/Archives"" class=""mention hashtag"" rel=""tag"">#<span>Archives</span></a> <span class=""h-card""><a href=""https://a.gup.pe/u/archivistodon"" class=""u-url mention"">@<span>archivistodon</span></a></span></p>","public",FALSE,"",2,0,0,"https://framapiaf.org/@macgraveur/109954449052183302",NA,NA,"fr",NA,NA,NA,NA,NA,NA
